source,target,gate,beta,K,n,sign
Src_pY416,GSK3-alpha-beta_pS9,2.061153470123145e-09,0.00016312893421854824,0.6931481957435608,0.6931481957435608,inhibition
PRAS40_pT246,GSK3-alpha-beta_pS9,2.061153470123145e-09,0.00016312889056280255,0.6931481957435608,0.6931481957435608,inhibition
MAPK_pT202_Y204,GSK3-alpha-beta_pS9,2.061153470123145e-09,0.00016312883235514164,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,2.061153470123145e-09,0.0001631287595955655,0.6931481957435608,0.6931481957435608,inhibition
Rb_pS807_S811,GSK3-alpha-beta_pS9,2.061153470123145e-09,0.00016312870138790458,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY992,p90RSK_pT359_S363,2.061153470123145e-09,0.00016306010365951806,0.6931481957435608,0.6931481957435608,inhibition
AMPK_pT172,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305998724419624,0.6931481957435608,0.6931481957435608,inhibition
JNK_pT183_pT185,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305998724419624,0.6931481957435608,0.6931481957435608,inhibition
p27_pT157,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305992903653532,0.6931481957435608,0.6931481957435608,inhibition
CHK2_pT68,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305988538078964,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1173,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305988538078964,0.6931481957435608,0.6931481957435608,inhibition
STAT3_pY705,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305985627695918,0.6931481957435608,0.6931481957435608,inhibition
Src_pY416,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305984172504395,0.6931481957435608,0.6931481957435608,inhibition
CHK1_pS345,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630598126212135,0.6931481957435608,0.6931481957435608,inhibition
c-Raf_pS338,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630598126212135,0.6931481957435608,0.6931481957435608,inhibition
p27_pT198,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630598126212135,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1068,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305979806929827,0.6931481957435608,0.6931481957435608,activation
NF-kB-p65_pS536,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305979806929827,0.6931481957435608,0.6931481957435608,inhibition
AKT_pT308,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305978351738304,0.6931481957435608,0.6931481957435608,inhibition
HER2_pY1248,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305978351738304,0.6931481957435608,0.6931481957435608,inhibition
MAPK_pT202_Y204,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305978351738304,0.6931481957435608,0.6931481957435608,inhibition
mTOR_pS2448,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305978351738304,0.6931481957435608,0.6931481957435608,activation
Rb_pS807_S811,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630597689654678,0.6931481957435608,0.6931481957435608,inhibition
AKT_pS473,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305975441355258,0.6931481957435608,0.6931481957435608,inhibition
S6_pS240_S244,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305975441355258,0.6931481957435608,0.6931481957435608,inhibition
YB-1_PS102,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305975441355258,0.6931481957435608,0.6931481957435608,inhibition
MEK1_pS217_S221,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305972530972213,0.6931481957435608,0.6931481957435608,inhibition
ACC_pS79,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630597107578069,0.6931481957435608,0.6931481957435608,inhibition
ER-alpha_pS118,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630597107578069,0.6931481957435608,0.6931481957435608,inhibition
PDK1_pS241,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630597107578069,0.6931481957435608,0.6931481957435608,inhibition
FOXO3a_pS318_S321,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305969620589167,0.6931481957435608,0.6931481957435608,inhibition
S6_pS235_S236,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305968165397644,0.6931481957435608,0.6931481957435608,inhibition
Src_pY527,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305968165397644,0.6931481957435608,0.6931481957435608,inhibition
4EBP1_pS65,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630596671020612,0.6931481957435608,0.6931481957435608,inhibition
YAP_pS127,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630596671020612,0.6931481957435608,0.6931481957435608,inhibition
c-Met_pY1235,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630596671020612,0.6931481957435608,0.6931481957435608,inhibition
c-JUN_pS73,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305965255014598,0.6931481957435608,0.6931481957435608,inhibition
TAZ_pS89,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305963799823076,0.6931481957435608,0.6931481957435608,inhibition
p38_pT180_Y182,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305963799823076,0.6931481957435608,0.6931481957435608,activation
BAD_pS112,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305957979056984,0.6931481957435608,0.6931481957435608,inhibition
PKC-alpha_pS657,p90RSK_pT359_S363,2.061153470123145e-09,0.0001630595652386546,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS21_S9,p90RSK_pT359_S363,2.061153470123145e-09,0.00016305949247907847,0.6931481957435608,0.6931481957435608,inhibition
CHK1_pS345,YB-1_PS102,2.061153470123145e-09,0.0001468632253818214,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY992,YB-1_PS102,2.061153470123145e-09,0.0001468632253818214,0.6931481957435608,0.6931481957435608,inhibition
Rb_pS807_S811,YB-1_PS102,2.061153470123145e-09,0.0001468632253818214,0.6931481957435608,0.6931481957435608,inhibition
c-JUN_pS73,YB-1_PS102,2.061153470123145e-09,0.00014686321082990617,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS21_S9,YB-1_PS102,2.061153470123145e-09,0.00014686319627799094,0.6931481957435608,0.6931481957435608,inhibition
STAT3_pY705,YB-1_PS102,2.061153470123145e-09,0.00014686319627799094,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS9,YB-1_PS102,2.061153470123145e-09,0.00014686316717416048,0.6931481957435608,0.6931481957435608,inhibition
JNK_pT183_pT185,YB-1_PS102,2.061153470123145e-09,0.00014686316717416048,0.6931481957435608,0.6931481957435608,inhibition
p27_pT157,YB-1_PS102,2.061153470123145e-09,0.00014686315262224525,0.6931481957435608,0.6931481957435608,inhibition
AKT_pT308,YB-1_PS102,2.061153470123145e-09,0.00014686313807033002,0.6931481957435608,0.6931481957435608,inhibition
CHK2_pT68,YB-1_PS102,2.061153470123145e-09,0.00014686313807033002,0.6931481957435608,0.6931481957435608,inhibition
MAPK_pT202_Y204,YB-1_PS102,2.061153470123145e-09,0.00014686313807033002,0.6931481957435608,0.6931481957435608,inhibition
AMPK_pT172,YB-1_PS102,2.061153470123145e-09,0.0001468631235184148,0.6931481957435608,0.6931481957435608,inhibition
AKT_pS473,YB-1_PS102,2.061153470123145e-09,0.00014686310896649957,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1173,YB-1_PS102,2.061153470123145e-09,0.00014686309441458434,0.6931481957435608,0.6931481957435608,inhibition
HER2_pY1248,YB-1_PS102,2.061153470123145e-09,0.00014686309441458434,0.6931481957435608,0.6931481957435608,inhibition
MEK1_pS217_S221,YB-1_PS102,2.061153470123145e-09,0.0001468630798626691,0.6931481957435608,0.6931481957435608,activation
PDK1_pS241,YB-1_PS102,2.061153470123145e-09,0.00014686306531075388,0.6931481957435608,0.6931481957435608,inhibition
p90RSK_pT359_S363,YB-1_PS102,2.061153470123145e-09,0.00014686306531075388,0.6931481957435608,0.6931481957435608,inhibition
c-Raf_pS338,YB-1_PS102,2.061153470123145e-09,0.00014686305075883865,0.6931481957435608,0.6931481957435608,activation
mTOR_pS2448,YB-1_PS102,2.061153470123145e-09,0.00014686305075883865,0.6931481957435608,0.6931481957435608,activation
p38_pT180_Y182,YB-1_PS102,2.061153470123145e-09,0.00014686305075883865,0.6931481957435608,0.6931481957435608,activation
PKC-alpha_pS657,YB-1_PS102,2.061153470123145e-09,0.00014686303620692343,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1068,YB-1_PS102,2.061153470123145e-09,0.0001468630216550082,0.6931481957435608,0.6931481957435608,activation
TAZ_pS89,YB-1_PS102,2.061153470123145e-09,0.0001468630216550082,0.6931481957435608,0.6931481957435608,inhibition
S6_pS240_S244,YB-1_PS102,2.061153470123145e-09,0.00014686300710309297,0.6931481957435608,0.6931481957435608,inhibition
YAP_pS127,YB-1_PS102,2.061153470123145e-09,0.00014686300710309297,0.6931481957435608,0.6931481957435608,inhibition
c-Met_pY1235,YB-1_PS102,2.061153470123145e-09,0.00014686300710309297,0.6931481957435608,0.6931481957435608,inhibition
p27_pT198,YB-1_PS102,2.061153470123145e-09,0.00014686300710309297,0.6931481957435608,0.6931481957435608,inhibition
FOXO3a_pS318_S321,YB-1_PS102,2.061153470123145e-09,0.00014686299255117774,0.6931481957435608,0.6931481957435608,inhibition
Src_pY527,YB-1_PS102,2.061153470123145e-09,0.00014686299255117774,0.6931481957435608,0.6931481957435608,inhibition
ACC_pS79,YB-1_PS102,2.061153470123145e-09,0.00014686296344734728,0.6931481957435608,0.6931481957435608,inhibition
S6_pS235_S236,YB-1_PS102,2.061153470123145e-09,0.00014686293434351683,0.6931481957435608,0.6931481957435608,inhibition
NF-kB-p65_pS536,YB-1_PS102,2.061153470123145e-09,0.00014686289068777114,0.6931481957435608,0.6931481957435608,inhibition
PRAS40_pT246,YB-1_PS102,2.061153470123145e-09,0.00014686289068777114,0.6931481957435608,0.6931481957435608,inhibition
ER-alpha_pS118,YB-1_PS102,2.061153470123145e-09,0.00014686283248011023,0.6931481957435608,0.6931481957435608,inhibition
BAD_pS112,PRAS40_pT246,2.061153470123145e-09,0.00013161683455109596,0.6931481957435608,0.6931481957435608,inhibition
HER2_pY1248,PRAS40_pT246,2.061153470123145e-09,0.00013161683455109596,0.6931481957435608,0.6931481957435608,inhibition
STAT3_pY705,PRAS40_pT246,2.061153470123145e-09,0.00013161683455109596,0.6931481957435608,0.6931481957435608,inhibition
4EBP1_pS65,PRAS40_pT246,2.061153470123145e-09,0.00013161681999918073,0.6931481957435608,0.6931481957435608,inhibition
AKT_pS473,PRAS40_pT246,2.061153470123145e-09,0.00013161681999918073,0.6931481957435608,0.6931481957435608,inhibition
AKT_pT308,PRAS40_pT246,2.061153470123145e-09,0.00013161681999918073,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY992,PRAS40_pT246,2.061153470123145e-09,0.00013161681999918073,0.6931481957435608,0.6931481957435608,inhibition
AMPK_pT172,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1068,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,activation
GSK3-alpha-beta_pS9,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
JNK_pT183_pT185,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
MAPK_pT202_Y204,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
PDK1_pS241,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
Rb_pS807_S811,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
Src_pY416,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
YAP_pS127,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
c-JUN_pS73,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
c-Met_pY1235,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
mTOR_pS2448,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,activation
p70S6K_pT389,PRAS40_pT246,2.061153470123145e-09,0.0001316168054472655,0.6931481957435608,0.6931481957435608,inhibition
S6_pS235_S236,PRAS40_pT246,2.061153470123145e-09,0.00013161679089535028,0.6931481957435608,0.6931481957435608,inhibition
S6_pS240_S244,PRAS40_pT246,2.061153470123145e-09,0.00013161679089535028,0.6931481957435608,0.6931481957435608,inhibition
Src_pY527,PRAS40_pT246,2.061153470123145e-09,0.00013161679089535028,0.6931481957435608,0.6931481957435608,inhibition
TAZ_pS89,PRAS40_pT246,2.061153470123145e-09,0.00013161679089535028,0.6931481957435608,0.6931481957435608,inhibition
p27_pT157,PRAS40_pT246,2.061153470123145e-09,0.00013161679089535028,0.6931481957435608,0.6931481957435608,inhibition
p38_pT180_Y182,PRAS40_pT246,2.061153470123145e-09,0.00013161679089535028,0.6931481957435608,0.6931481957435608,activation
ACC_pS79,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,inhibition
CHK2_pT68,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1173,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,inhibition
FOXO3a_pS318_S321,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS21_S9,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,inhibition
PKC-alpha_pS657,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,inhibition
YB-1_PS102,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,inhibition
c-Raf_pS338,PRAS40_pT246,2.061153470123145e-09,0.00013161677634343505,0.6931481957435608,0.6931481957435608,activation
ER-alpha_pS118,PRAS40_pT246,2.061153470123145e-09,0.00013161676179151982,0.6931481957435608,0.6931481957435608,inhibition
MEK1_pS217_S221,PRAS40_pT246,2.061153470123145e-09,0.00013161676179151982,0.6931481957435608,0.6931481957435608,activation
NF-kB-p65_pS536,PRAS40_pT246,2.061153470123145e-09,0.00013161676179151982,0.6931481957435608,0.6931481957435608,inhibition
YB-1_PS102,p27_pT198,2.061153470123145e-09,0.00012788167805410922,0.6931481957435608,0.6931481957435608,inhibition
CHK1_pS345,p27_pT198,2.061153470123145e-09,0.000127881663502194,0.6931481957435608,0.6931481957435608,inhibition
c-JUN_pS73,p27_pT198,2.061153470123145e-09,0.000127881663502194,0.6931481957435608,0.6931481957435608,inhibition
Src_pY416,p27_pT198,2.061153470123145e-09,0.00012788164895027876,0.6931481957435608,0.6931481957435608,inhibition
BAD_pS112,p27_pT198,2.061153470123145e-09,0.00012788163439836353,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY992,p27_pT198,2.061153470123145e-09,0.00012788163439836353,0.6931481957435608,0.6931481957435608,inhibition
p90RSK_pT359_S363,p27_pT198,2.061153470123145e-09,0.00012788163439836353,0.6931481957435608,0.6931481957435608,inhibition
AKT_pT308,p27_pT198,2.061153470123145e-09,0.0001278816198464483,0.6931481957435608,0.6931481957435608,inhibition
AMPK_pT172,p27_pT198,2.061153470123145e-09,0.0001278816198464483,0.6931481957435608,0.6931481957435608,inhibition
S6_pS235_S236,p27_pT198,2.061153470123145e-09,0.0001278816198464483,0.6931481957435608,0.6931481957435608,inhibition
p70S6K_pT389,p27_pT198,2.061153470123145e-09,0.0001278816198464483,0.6931481957435608,0.6931481957435608,inhibition
4EBP1_pS65,p27_pT198,2.061153470123145e-09,0.00012788160529453307,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS9,p27_pT198,2.061153470123145e-09,0.00012788160529453307,0.6931481957435608,0.6931481957435608,inhibition
S6_pS240_S244,p27_pT198,2.061153470123145e-09,0.00012788160529453307,0.6931481957435608,0.6931481957435608,inhibition
STAT3_pY705,p27_pT198,2.061153470123145e-09,0.00012788160529453307,0.6931481957435608,0.6931481957435608,inhibition
TAZ_pS89,p27_pT198,2.061153470123145e-09,0.00012788160529453307,0.6931481957435608,0.6931481957435608,inhibition
mTOR_pS2448,p27_pT198,2.061153470123145e-09,0.00012788160529453307,0.6931481957435608,0.6931481957435608,activation
AKT_pS473,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1173,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
ER-alpha_pS118,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS21_S9,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
PKC-alpha_pS657,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
Rb_pS807_S811,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
Src_pY527,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
YAP_pS127,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
c-Met_pY1235,p27_pT198,2.061153470123145e-09,0.00012788159074261785,0.6931481957435608,0.6931481957435608,inhibition
ACC_pS79,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
CHK2_pT68,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1068,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,activation
JNK_pT183_pT185,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
MAPK_pT202_Y204,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
MEK1_pS217_S221,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
PDK1_pS241,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
c-Raf_pS338,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
p27_pT157,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,inhibition
p38_pT180_Y182,p27_pT198,2.061153470123145e-09,0.00012788157619070262,0.6931481957435608,0.6931481957435608,activation
NF-kB-p65_pS536,p27_pT198,2.061153470123145e-09,0.00012788154708687216,0.6931481957435608,0.6931481957435608,inhibition
FOXO3a_pS318_S321,p27_pT198,2.061153470123145e-09,0.00012788153253495693,0.6931481957435608,0.6931481957435608,inhibition
PRAS40_pT246,TAZ_pS89,2.061153470123145e-09,0.00012731099559459835,0.6931481957435608,0.6931481957435608,inhibition
Src_pY416,TAZ_pS89,2.061153470123145e-09,0.00012731098104268312,0.6931481957435608,0.6931481957435608,inhibition
HER2_pY1248,TAZ_pS89,2.061153470123145e-09,0.0001273109664907679,0.6931481957435608,0.6931481957435608,inhibition
p90RSK_pT359_S363,TAZ_pS89,2.061153470123145e-09,0.0001273109664907679,0.6931481957435608,0.6931481957435608,inhibition
AKT_pS473,TAZ_pS89,2.061153470123145e-09,0.00012731095193885267,0.6931481957435608,0.6931481957435608,inhibition
CHK1_pS345,TAZ_pS89,2.061153470123145e-09,0.00012731095193885267,0.6931481957435608,0.6931481957435608,inhibition
JNK_pT183_pT185,TAZ_pS89,2.061153470123145e-09,0.00012731095193885267,0.6931481957435608,0.6931481957435608,inhibition
S6_pS235_S236,TAZ_pS89,2.061153470123145e-09,0.00012731095193885267,0.6931481957435608,0.6931481957435608,inhibition
STAT3_pY705,TAZ_pS89,2.061153470123145e-09,0.00012731095193885267,0.6931481957435608,0.6931481957435608,inhibition
mTOR_pS2448,TAZ_pS89,2.061153470123145e-09,0.00012731095193885267,0.6931481957435608,0.6931481957435608,activation
4EBP1_pS65,TAZ_pS89,2.061153470123145e-09,0.00012731093738693744,0.6931481957435608,0.6931481957435608,inhibition
ACC_pS79,TAZ_pS89,2.061153470123145e-09,0.00012731093738693744,0.6931481957435608,0.6931481957435608,inhibition
CHK2_pT68,TAZ_pS89,2.061153470123145e-09,0.00012731093738693744,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1173,TAZ_pS89,2.061153470123145e-09,0.00012731093738693744,0.6931481957435608,0.6931481957435608,inhibition
BAD_pS112,TAZ_pS89,2.061153470123145e-09,0.0001273109228350222,0.6931481957435608,0.6931481957435608,inhibition
FOXO3a_pS318_S321,TAZ_pS89,2.061153470123145e-09,0.0001273109228350222,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS21_S9,TAZ_pS89,2.061153470123145e-09,0.0001273109228350222,0.6931481957435608,0.6931481957435608,inhibition
MEK1_pS217_S221,TAZ_pS89,2.061153470123145e-09,0.0001273109228350222,0.6931481957435608,0.6931481957435608,inhibition
AMPK_pT172,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1068,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,activation
ER-alpha_pS118,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS9,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,inhibition
NF-kB-p65_pS536,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,inhibition
YAP_pS127,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,inhibition
p27_pT198,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,inhibition
p38_pT180_Y182,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,activation
p70S6K_pT389,TAZ_pS89,2.061153470123145e-09,0.00012731090828310698,0.6931481957435608,0.6931481957435608,inhibition
AKT_pT308,TAZ_pS89,2.061153470123145e-09,0.00012731089373119175,0.6931481957435608,0.6931481957435608,inhibition
YB-1_PS102,TAZ_pS89,2.061153470123145e-09,0.00012731089373119175,0.6931481957435608,0.6931481957435608,inhibition
c-JUN_pS73,TAZ_pS89,2.061153470123145e-09,0.00012731089373119175,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY992,TAZ_pS89,2.061153470123145e-09,0.00012731087917927653,0.6931481957435608,0.6931481957435608,inhibition
MAPK_pT202_Y204,TAZ_pS89,2.061153470123145e-09,0.00012731087917927653,0.6931481957435608,0.6931481957435608,inhibition
PDK1_pS241,TAZ_pS89,2.061153470123145e-09,0.00012731087917927653,0.6931481957435608,0.6931481957435608,inhibition
Rb_pS807_S811,TAZ_pS89,2.061153470123145e-09,0.00012731087917927653,0.6931481957435608,0.6931481957435608,inhibition
S6_pS240_S244,TAZ_pS89,2.061153470123145e-09,0.0001273108646273613,0.6931481957435608,0.6931481957435608,inhibition
Src_pY527,TAZ_pS89,2.061153470123145e-09,0.0001273108646273613,0.6931481957435608,0.6931481957435608,inhibition
p27_pT157,TAZ_pS89,2.061153470123145e-09,0.0001273108646273613,0.6931481957435608,0.6931481957435608,inhibition
PKC-alpha_pS657,TAZ_pS89,2.061153470123145e-09,0.00012731085007544607,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS9,CHK1_pS345,2.061153470123145e-09,0.00012060171138728037,0.6931481957435608,0.6931481957435608,inhibition
S6_pS235_S236,CHK1_pS345,2.061153470123145e-09,0.00012060170411132276,0.6931481957435608,0.6931481957435608,inhibition
S6_pS240_S244,CHK1_pS345,2.061153470123145e-09,0.00012060170411132276,0.6931481957435608,0.6931481957435608,inhibition
YB-1_PS102,CHK1_pS345,2.061153470123145e-09,0.00012060170411132276,0.6931481957435608,0.6931481957435608,inhibition
c-JUN_pS73,CHK1_pS345,2.061153470123145e-09,0.00012060169683536515,0.6931481957435608,0.6931481957435608,inhibition
ACC_pS79,CHK1_pS345,2.061153470123145e-09,0.00012060168955940753,0.6931481957435608,0.6931481957435608,inhibition
AMPK_pT172,CHK1_pS345,2.061153470123145e-09,0.00012060168955940753,0.6931481957435608,0.6931481957435608,inhibition
BAD_pS112,CHK1_pS345,2.061153470123145e-09,0.00012060168955940753,0.6931481957435608,0.6931481957435608,inhibition
Rb_pS807_S811,CHK1_pS345,2.061153470123145e-09,0.00012060168955940753,0.6931481957435608,0.6931481957435608,inhibition
p27_pT198,CHK1_pS345,2.061153470123145e-09,0.00012060168955940753,0.6931481957435608,0.6931481957435608,inhibition
STAT3_pY705,CHK1_pS345,2.061153470123145e-09,0.00012060168228344992,0.6931481957435608,0.6931481957435608,inhibition
p70S6K_pT389,CHK1_pS345,2.061153470123145e-09,0.00012060168228344992,0.6931481957435608,0.6931481957435608,inhibition
p90RSK_pT359_S363,CHK1_pS345,2.061153470123145e-09,0.00012060168228344992,0.6931481957435608,0.6931481957435608,inhibition
4EBP1_pS65,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
AKT_pT308,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
CHK2_pT68,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1068,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,activation
MAPK_pT202_Y204,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
Src_pY416,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
TAZ_pS89,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
c-Met_pY1235,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
mTOR_pS2448,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,activation
p27_pT157,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,inhibition
p38_pT180_Y182,CHK1_pS345,2.061153470123145e-09,0.0001206016750074923,0.6931481957435608,0.6931481957435608,activation
AKT_pS473,CHK1_pS345,2.061153470123145e-09,0.00012060166773153469,0.6931481957435608,0.6931481957435608,inhibition
EGFR_pY1173,CHK1_pS345,2.061153470123145e-09,0.00012060166773153469,0.6931481957435608,0.6931481957435608,inhibition
GSK3-alpha-beta_pS21_S9,CHK1_pS345,2.061153470123145e-09,0.00012060166773153469,0.6931481957435608,0.6931481957435608,inhibition
MEK1_pS217_S221,CHK1_pS345,2.061153470123145e-09,0.00012060166773153469,0.6931481957435608,0.6931481957435608,inhibition
