condition_idx,condition_name,time_idx,time_min,protein_idx,protein_name,teacher_pred,student_pred,abs_error,rel_error,squared_error,needs_update,priority_score,time_phase
10,PBS|GSK690693_GSK1120212,5,5.0,5,BAD_pS112,0.630203,0.666192,0.035988,0.057106,0.00129516,0,0.057106,early
10,PBS|GSK690693_GSK1120212,5,5.0,6,c-JUN_pS73,0.390167,0.460195,0.070028,0.179483,0.00490397,1,0.179483,early
10,PBS|GSK690693_GSK1120212,5,5.0,7,c-Met_pY1235,0.485262,0.476073,0.009189,0.018936,8.443e-05,0,0.018936,early
10,PBS|GSK690693_GSK1120212,5,5.0,8,c-Raf_pS338,0.368481,0.497222,0.128741,0.349383,0.01657423,1,0.349383,early
10,PBS|GSK690693_GSK1120212,5,5.0,9,CHK1_pS345,0.234159,0.2531,0.018941,0.08089,0.00035877,0,0.08089,early
10,PBS|GSK690693_GSK1120212,5,5.0,10,CHK2_pT68,0.207789,0.207257,0.000532,0.002559,2.8e-07,0,0.002559,early
10,PBS|GSK690693_GSK1120212,5,5.0,11,EGFR_pY1068,0.08213,0.082875,0.000745,0.009074,5.6e-07,0,0.009074,early
10,PBS|GSK690693_GSK1120212,5,5.0,12,EGFR_pY1173,0.437861,0.433693,0.004168,0.009519,1.737e-05,0,0.009519,early
10,PBS|GSK690693_GSK1120212,5,5.0,13,EGFR_pY992,0.112715,0.115574,0.00286,0.025371,8.18e-06,0,0.025371,early
10,PBS|GSK690693_GSK1120212,5,5.0,14,ER-alpha_pS118,0.869475,0.778874,0.090601,0.104202,0.00820849,1,0.104202,early
10,PBS|GSK690693_GSK1120212,5,5.0,15,FOXO3a_pS318_S321,0.498798,0.510956,0.012157,0.024373,0.0001478,0,0.024373,early
10,PBS|GSK690693_GSK1120212,5,5.0,16,GSK3-alpha-beta_pS21_S9,1.044773,1.291974,0.247201,0.236608,0.06110849,1,0.236608,early
10,PBS|GSK690693_GSK1120212,5,5.0,17,GSK3-alpha-beta_pS9,1.174834,1.440902,0.266068,0.226472,0.07079192,1,0.226472,early
10,PBS|GSK690693_GSK1120212,5,5.0,18,HER2_pY1248,1.358565,1.481902,0.123338,0.090785,0.01521223,1,0.090785,early
10,PBS|GSK690693_GSK1120212,5,5.0,19,JNK_pT183_pT185,0.200941,0.241316,0.040375,0.200927,0.0016301,0,0.200927,early
10,PBS|GSK690693_GSK1120212,5,5.0,20,MAPK_pT202_Y204,0.050827,0.156375,0.105548,2.076596,0.01114038,1,2.076596,early
10,PBS|GSK690693_GSK1120212,5,5.0,21,MEK1_pS217_S221,0.135234,0.19684,0.061605,0.455543,0.00379519,1,0.455543,early
10,PBS|GSK690693_GSK1120212,5,5.0,22,mTOR_pS2448,0.435173,0.48829,0.053117,0.12206,0.00282146,1,0.12206,early
10,PBS|GSK690693_GSK1120212,5,5.0,23,NF-kB-p65_pS536,0.501283,0.534066,0.032783,0.065397,0.0010747,0,0.065397,early
10,PBS|GSK690693_GSK1120212,5,5.0,24,p27_pT157,0.62431,0.627372,0.003061,0.004904,9.37e-06,0,0.004904,early
10,PBS|GSK690693_GSK1120212,5,5.0,25,p27_pT198,0.451832,0.457243,0.005411,0.011976,2.928e-05,0,0.011976,early
10,PBS|GSK690693_GSK1120212,5,5.0,26,p38_pT180_Y182,0.175178,0.206166,0.030989,0.176899,0.0009603,0,0.176899,early
10,PBS|GSK690693_GSK1120212,5,5.0,27,p70S6K_pT389,2.160001,3.614493,1.454492,0.673376,2.11554794,1,0.673376,early
10,PBS|GSK690693_GSK1120212,5,5.0,28,p90RSK_pT359_S363,0.630385,0.645298,0.014913,0.023656,0.00022238,0,0.023656,early
10,PBS|GSK690693_GSK1120212,5,5.0,29,PDK1_pS241,1.125469,1.122781,0.002689,0.002389,7.23e-06,0,0.002389,early
10,PBS|GSK690693_GSK1120212,5,5.0,30,PKC-alpha_pS657,0.207814,0.223824,0.016011,0.077043,0.00025634,0,0.077043,early
10,PBS|GSK690693_GSK1120212,5,5.0,31,PRAS40_pT246,1.129018,1.40829,0.279273,0.247359,0.07799329,1,0.247359,early
10,PBS|GSK690693_GSK1120212,5,5.0,32,Rb_pS807_S811,1.869435,2.181473,0.312039,0.166916,0.09736827,1,0.166916,early
10,PBS|GSK690693_GSK1120212,5,5.0,33,S6_pS235_S236,2.623726,3.890486,1.266759,0.482809,1.60467937,1,0.482809,early
10,PBS|GSK690693_GSK1120212,5,5.0,34,S6_pS240_S244,0.949356,1.290693,0.341337,0.359546,0.11651096,1,0.359546,early
10,PBS|GSK690693_GSK1120212,5,5.0,35,Src_pY416,0.082325,0.096838,0.014513,0.176286,0.00021062,0,0.176286,early
10,PBS|GSK690693_GSK1120212,5,5.0,36,Src_pY527,1.140095,1.178067,0.037973,0.033307,0.00144192,0,0.033307,early
10,PBS|GSK690693_GSK1120212,5,5.0,37,STAT3_pY705,0.194984,0.192367,0.002617,0.013422,6.85e-06,0,0.013422,early
10,PBS|GSK690693_GSK1120212,5,5.0,38,TAZ_pS89,0.629332,0.662058,0.032726,0.052,0.00107096,0,0.052,early
10,PBS|GSK690693_GSK1120212,5,5.0,39,YAP_pS127,0.385929,0.354722,0.031207,0.080861,0.00097385,0,0.080861,early
10,PBS|GSK690693_GSK1120212,5,5.0,40,YB-1_PS102,0.543592,0.634275,0.090683,0.166821,0.00822337,1,0.166821,early
10,PBS|GSK690693_GSK1120212,6,6.0,0,4EBP1_pS65,0.742581,0.753949,0.011367,0.015308,0.00012922,0,0.015308,early
10,PBS|GSK690693_GSK1120212,6,6.0,1,ACC_pS79,0.177836,0.222632,0.044796,0.251892,0.00200664,0,0.251892,early
10,PBS|GSK690693_GSK1120212,6,6.0,2,AKT_pS473,0.510883,0.86199,0.351107,0.687254,0.12327583,1,0.687254,early
10,PBS|GSK690693_GSK1120212,6,6.0,3,AKT_pT308,0.579622,1.065411,0.485789,0.838113,0.23599061,1,0.838113,early
10,PBS|GSK690693_GSK1120212,6,6.0,4,AMPK_pT172,1.775607,1.697568,0.078039,0.043951,0.00609013,1,0.043951,early
10,PBS|GSK690693_GSK1120212,6,6.0,5,BAD_pS112,0.631525,0.665158,0.033633,0.053256,0.00113115,0,0.053256,early
10,PBS|GSK690693_GSK1120212,6,6.0,6,c-JUN_pS73,0.393945,0.459602,0.065656,0.166664,0.00431077,1,0.166664,early
10,PBS|GSK690693_GSK1120212,6,6.0,7,c-Met_pY1235,0.486457,0.475917,0.01054,0.021667,0.00011109,0,0.021667,early
10,PBS|GSK690693_GSK1120212,6,6.0,8,c-Raf_pS338,0.367633,0.49687,0.129237,0.351537,0.01670215,1,0.351537,early
10,PBS|GSK690693_GSK1120212,6,6.0,9,CHK1_pS345,0.234206,0.253048,0.018842,0.080451,0.00035502,0,0.080451,early
10,PBS|GSK690693_GSK1120212,6,6.0,10,CHK2_pT68,0.208289,0.207232,0.001057,0.005077,1.12e-06,0,0.005077,early
10,PBS|GSK690693_GSK1120212,6,6.0,11,EGFR_pY1068,0.083071,0.08297,0.000102,0.001223,1e-08,0,0.001223,early
10,PBS|GSK690693_GSK1120212,6,6.0,12,EGFR_pY1173,0.438564,0.433298,0.005267,0.012009,2.774e-05,0,0.012009,early
10,PBS|GSK690693_GSK1120212,6,6.0,13,EGFR_pY992,0.113531,0.115582,0.002051,0.018067,4.21e-06,0,0.018067,early
10,PBS|GSK690693_GSK1120212,6,6.0,14,ER-alpha_pS118,0.87304,0.778367,0.094673,0.10844,0.00896294,1,0.10844,early
10,PBS|GSK690693_GSK1120212,6,6.0,15,FOXO3a_pS318_S321,0.501473,0.510741,0.009268,0.018481,8.589e-05,0,0.018481,early
10,PBS|GSK690693_GSK1120212,6,6.0,16,GSK3-alpha-beta_pS21_S9,1.048455,1.289224,0.240769,0.229642,0.05796973,1,0.229642,early
10,PBS|GSK690693_GSK1120212,6,6.0,17,GSK3-alpha-beta_pS9,1.184161,1.437067,0.252905,0.213574,0.06396119,1,0.213574,early
10,PBS|GSK690693_GSK1120212,6,6.0,18,HER2_pY1248,1.362284,1.481353,0.119069,0.087404,0.01417745,1,0.087404,early
10,PBS|GSK690693_GSK1120212,6,6.0,19,JNK_pT183_pT185,0.203078,0.241025,0.037947,0.186859,0.00143997,0,0.186859,early
10,PBS|GSK690693_GSK1120212,6,6.0,20,MAPK_pT202_Y204,0.048313,0.155523,0.10721,2.219084,0.011494,1,2.219084,early
10,PBS|GSK690693_GSK1120212,6,6.0,21,MEK1_pS217_S221,0.136002,0.198234,0.062232,0.457577,0.00387277,1,0.457577,early
10,PBS|GSK690693_GSK1120212,6,6.0,22,mTOR_pS2448,0.434376,0.487777,0.053401,0.122937,0.00285168,1,0.122937,early
10,PBS|GSK690693_GSK1120212,6,6.0,23,NF-kB-p65_pS536,0.501343,0.53436,0.033016,0.065856,0.00109009,0,0.065856,early
10,PBS|GSK690693_GSK1120212,6,6.0,24,p27_pT157,0.626751,0.627022,0.000271,0.000432,7e-08,0,0.000432,early
10,PBS|GSK690693_GSK1120212,6,6.0,25,p27_pT198,0.453077,0.457065,0.003989,0.008803,1.591e-05,0,0.008803,early
10,PBS|GSK690693_GSK1120212,6,6.0,26,p38_pT180_Y182,0.17511,0.205911,0.030801,0.175895,0.0009487,0,0.175895,early
10,PBS|GSK690693_GSK1120212,6,6.0,27,p70S6K_pT389,2.192745,3.597749,1.405004,0.640751,1.97403564,1,0.640751,early
10,PBS|GSK690693_GSK1120212,6,6.0,28,p90RSK_pT359_S363,0.632801,0.645378,0.012576,0.019874,0.00015816,0,0.019874,early
10,PBS|GSK690693_GSK1120212,6,6.0,29,PDK1_pS241,1.126395,1.122025,0.004371,0.00388,1.91e-05,0,0.00388,early
10,PBS|GSK690693_GSK1120212,6,6.0,30,PKC-alpha_pS657,0.207017,0.223899,0.016882,0.081549,0.000285,0,0.081549,early
10,PBS|GSK690693_GSK1120212,6,6.0,31,PRAS40_pT246,1.142454,1.403951,0.261497,0.22889,0.06838044,1,0.22889,early
10,PBS|GSK690693_GSK1120212,6,6.0,32,Rb_pS807_S811,1.864415,2.179041,0.314626,0.168753,0.09898936,1,0.168753,early
10,PBS|GSK690693_GSK1120212,6,6.0,33,S6_pS235_S236,2.643061,3.880522,1.237461,0.468192,1.53130877,1,0.468192,early
10,PBS|GSK690693_GSK1120212,6,6.0,34,S6_pS240_S244,0.952924,1.288605,0.335682,0.352265,0.11268215,1,0.352265,early
10,PBS|GSK690693_GSK1120212,6,6.0,35,Src_pY416,0.082461,0.09708,0.014618,0.177274,0.00021369,0,0.177274,early
10,PBS|GSK690693_GSK1120212,6,6.0,36,Src_pY527,1.134246,1.177457,0.043211,0.038097,0.00186722,0,0.038097,early
10,PBS|GSK690693_GSK1120212,6,6.0,37,STAT3_pY705,0.195609,0.192335,0.003274,0.016736,1.072e-05,0,0.016736,early
10,PBS|GSK690693_GSK1120212,6,6.0,38,TAZ_pS89,0.634811,0.662424,0.027613,0.043498,0.00076249,0,0.043498,early
10,PBS|GSK690693_GSK1120212,6,6.0,39,YAP_pS127,0.383292,0.354576,0.028716,0.074919,0.00082461,0,0.074919,early
10,PBS|GSK690693_GSK1120212,6,6.0,40,YB-1_PS102,0.54541,0.633237,0.087827,0.161028,0.00771351,1,0.161028,early
10,PBS|GSK690693_GSK1120212,7,7.0,0,4EBP1_pS65,0.745273,0.753353,0.00808,0.010842,6.529e-05,0,0.010842,early
10,PBS|GSK690693_GSK1120212,7,7.0,1,ACC_pS79,0.1762,0.223081,0.04688,0.266061,0.00219775,0,0.266061,early
10,PBS|GSK690693_GSK1120212,7,7.0,2,AKT_pS473,0.538374,0.854536,0.316162,0.587253,0.09995848,1,0.587253,early
10,PBS|GSK690693_GSK1120212,7,7.0,3,AKT_pT308,0.60962,1.05815,0.448529,0.735752,0.20117854,1,0.735752,early
10,PBS|GSK690693_GSK1120212,7,7.0,4,AMPK_pT172,1.769408,1.69767,0.071738,0.040543,0.00514627,1,0.040543,early
10,PBS|GSK690693_GSK1120212,7,7.0,5,BAD_pS112,0.632667,0.664024,0.031356,0.049562,0.0009832,0,0.049562,early
10,PBS|GSK690693_GSK1120212,7,7.0,6,c-JUN_pS73,0.397393,0.458919,0.061526,0.154825,0.00378547,1,0.154825,early
10,PBS|GSK690693_GSK1120212,7,7.0,7,c-Met_pY1235,0.487465,0.475752,0.011713,0.024028,0.00013719,0,0.024028,early
10,PBS|GSK690693_GSK1120212,7,7.0,8,c-Raf_pS338,0.367015,0.496483,0.129468,0.352758,0.01676186,1,0.352758,early
10,PBS|GSK690693_GSK1120212,7,7.0,9,CHK1_pS345,0.23424,0.252982,0.018743,0.080015,0.00035129,0,0.080015,early
10,PBS|GSK690693_GSK1120212,7,7.0,10,CHK2_pT68,0.208709,0.207203,0.001506,0.007217,2.27e-06,0,0.007217,early
10,PBS|GSK690693_GSK1120212,7,7.0,11,EGFR_pY1068,0.083908,0.083069,0.000839,0.010002,7e-07,0,0.010002,early
10,PBS|GSK690693_GSK1120212,7,7.0,12,EGFR_pY1173,0.439146,0.43292,0.006226,0.014178,3.876e-05,0,0.014178,early
10,PBS|GSK690693_GSK1120212,7,7.0,13,EGFR_pY992,0.114308,0.115579,0.001271,0.011118,1.62e-06,0,0.011118,early
10,PBS|GSK690693_GSK1120212,7,7.0,14,ER-alpha_pS118,0.876141,0.777885,0.098256,0.112146,0.00965417,1,0.112146,early
10,PBS|GSK690693_GSK1120212,7,7.0,15,FOXO3a_pS318_S321,0.503891,0.510462,0.006571,0.01304,4.318e-05,0,0.01304,early
10,PBS|GSK690693_GSK1120212,7,7.0,16,GSK3-alpha-beta_pS21_S9,1.051575,1.286183,0.234608,0.223101,0.05504088,1,0.223101,early
10,PBS|GSK690693_GSK1120212,7,7.0,17,GSK3-alpha-beta_pS9,1.192836,1.432964,0.240128,0.201308,0.05766148,1,0.201308,early
10,PBS|GSK690693_GSK1120212,7,7.0,18,HER2_pY1248,1.365275,1.480656,0.115381,0.084511,0.01331275,1,0.084511,early
10,PBS|GSK690693_GSK1120212,7,7.0,19,JNK_pT183_pT185,0.20507,0.240681,0.035611,0.17365,0.00126811,0,0.17365,early
10,PBS|GSK690693_GSK1120212,7,7.0,20,MAPK_pT202_Y204,0.045989,0.154635,0.108646,2.362407,0.01180387,1,2.362407,early
10,PBS|GSK690693_GSK1120212,7,7.0,21,MEK1_pS217_S221,0.136659,0.199466,0.062807,0.45959,0.00394471,1,0.45959,early
10,PBS|GSK690693_GSK1120212,7,7.0,22,mTOR_pS2448,0.433447,0.487262,0.053815,0.124157,0.0028961,1,0.124157,early
10,PBS|GSK690693_GSK1120212,7,7.0,23,NF-kB-p65_pS536,0.501254,0.53447,0.033215,0.066264,0.00110326,0,0.066264,early
10,PBS|GSK690693_GSK1120212,7,7.0,24,p27_pT157,0.628854,0.626623,0.002231,0.003548,4.98e-06,0,0.003548,early
10,PBS|GSK690693_GSK1120212,7,7.0,25,p27_pT198,0.454179,0.45686,0.002681,0.005904,7.19e-06,0,0.005904,early
10,PBS|GSK690693_GSK1120212,7,7.0,26,p38_pT180_Y182,0.175053,0.205636,0.030583,0.174705,0.0009353,0,0.174705,early
10,PBS|GSK690693_GSK1120212,7,7.0,27,p70S6K_pT389,2.221505,3.57796,1.356455,0.610602,1.83996976,1,0.610602,early
10,PBS|GSK690693_GSK1120212,7,7.0,28,p90RSK_pT359_S363,0.634984,0.645382,0.010398,0.016376,0.00010813,0,0.016376,early
10,PBS|GSK690693_GSK1120212,7,7.0,29,PDK1_pS241,1.126863,1.121196,0.005667,0.005029,3.212e-05,0,0.005029,early
10,PBS|GSK690693_GSK1120212,7,7.0,30,PKC-alpha_pS657,0.206268,0.223975,0.017707,0.085846,0.00031354,0,0.085846,early
10,PBS|GSK690693_GSK1120212,7,7.0,31,PRAS40_pT246,1.154812,1.399396,0.244584,0.211795,0.05982114,1,0.211795,early
10,PBS|GSK690693_GSK1120212,7,7.0,32,Rb_pS807_S811,1.859293,2.176419,0.317126,0.170563,0.10056915,1,0.170563,early
10,PBS|GSK690693_GSK1120212,7,7.0,33,S6_pS235_S236,2.660944,3.869534,1.208589,0.454196,1.46068813,1,0.454196,early
10,PBS|GSK690693_GSK1120212,7,7.0,34,S6_pS240_S244,0.956149,1.286123,0.329975,0.345108,0.10888323,1,0.345108,early
10,PBS|GSK690693_GSK1120212,7,7.0,35,Src_pY416,0.082606,0.097308,0.014702,0.177984,0.00021616,0,0.177984,early
10,PBS|GSK690693_GSK1120212,7,7.0,36,Src_pY527,1.128293,1.176939,0.048645,0.043114,0.00236637,0,0.043114,early
10,PBS|GSK690693_GSK1120212,7,7.0,37,STAT3_pY705,0.196147,0.192305,0.003842,0.019585,1.476e-05,0,0.019585,early
10,PBS|GSK690693_GSK1120212,7,7.0,38,TAZ_pS89,0.639752,0.662677,0.022926,0.035836,0.00052559,0,0.035836,early
10,PBS|GSK690693_GSK1120212,7,7.0,39,YAP_pS127,0.380742,0.354508,0.026234,0.068903,0.00068824,0,0.068903,early
10,PBS|GSK690693_GSK1120212,7,7.0,40,YB-1_PS102,0.546926,0.63209,0.085163,0.155713,0.0072528,1,0.155713,early
10,PBS|GSK690693_GSK1120212,8,8.0,0,4EBP1_pS65,0.747687,0.752651,0.004964,0.00664,2.465e-05,0,0.00664,early
10,PBS|GSK690693_GSK1120212,8,8.0,1,ACC_pS79,0.174794,0.223523,0.048729,0.278776,0.00237447,0,0.278776,early
10,PBS|GSK690693_GSK1120212,8,8.0,2,AKT_pS473,0.564226,0.846539,0.282313,0.500354,0.07970056,1,0.500354,early
10,PBS|GSK690693_GSK1120212,8,8.0,3,AKT_pT308,0.637712,1.050226,0.412514,0.646865,0.17016758,1,0.646865,early
10,PBS|GSK690693_GSK1120212,8,8.0,4,AMPK_pT172,1.763581,1.697793,0.065788,0.037304,0.0043281,1,0.037304,early
10,PBS|GSK690693_GSK1120212,8,8.0,5,BAD_pS112,0.633642,0.662795,0.029154,0.04601,0.00084993,0,0.04601,early
10,PBS|GSK690693_GSK1120212,8,8.0,6,c-JUN_pS73,0.400496,0.458151,0.057655,0.14396,0.00332414,1,0.14396,early
10,PBS|GSK690693_GSK1120212,8,8.0,7,c-Met_pY1235,0.488296,0.475582,0.012714,0.026037,0.00016163,0,0.026037,early
10,PBS|GSK690693_GSK1120212,8,8.0,8,c-Raf_pS338,0.366666,0.496065,0.1294,0.352909,0.01674428,1,0.352909,early
10,PBS|GSK690693_GSK1120212,8,8.0,9,CHK1_pS345,0.234268,0.252903,0.018635,0.079544,0.00034725,0,0.079544,early
10,PBS|GSK690693_GSK1120212,8,8.0,10,CHK2_pT68,0.209058,0.207172,0.001886,0.009023,3.56e-06,0,0.009023,early
10,PBS|GSK690693_GSK1120212,8,8.0,11,EGFR_pY1068,0.084638,0.083172,0.001465,0.017312,2.15e-06,0,0.017312,early
10,PBS|GSK690693_GSK1120212,8,8.0,12,EGFR_pY1173,0.439614,0.432561,0.007053,0.016043,4.974e-05,0,0.016043,early
10,PBS|GSK690693_GSK1120212,8,8.0,13,EGFR_pY992,0.115033,0.115567,0.000534,0.004641,2.9e-07,0,0.004641,early
10,PBS|GSK690693_GSK1120212,8,8.0,14,ER-alpha_pS118,0.878818,0.777427,0.10139,0.115371,0.01028003,1,0.115371,early
10,PBS|GSK690693_GSK1120212,8,8.0,15,FOXO3a_pS318_S321,0.506023,0.510123,0.0041,0.008102,1.681e-05,0,0.008102,early
10,PBS|GSK690693_GSK1120212,8,8.0,16,GSK3-alpha-beta_pS21_S9,1.054169,1.282869,0.2287,0.216948,0.05230371,1,0.216948,early
10,PBS|GSK690693_GSK1120212,8,8.0,17,GSK3-alpha-beta_pS9,1.200841,1.428613,0.227772,0.189677,0.05188019,1,0.189677,early
10,PBS|GSK690693_GSK1120212,8,8.0,18,HER2_pY1248,1.367544,1.479824,0.11228,0.082103,0.01260683,1,0.082103,early
10,PBS|GSK690693_GSK1120212,8,8.0,19,JNK_pT183_pT185,0.206921,0.240285,0.033364,0.161241,0.00111317,0,0.161241,early
10,PBS|GSK690693_GSK1120212,8,8.0,20,MAPK_pT202_Y204,0.043889,0.153711,0.109823,2.502305,0.01206102,1,2.502305,early
10,PBS|GSK690693_GSK1120212,8,8.0,21,MEK1_pS217_S221,0.137233,0.200539,0.063306,0.461305,0.00400766,1,0.461305,early
10,PBS|GSK690693_GSK1120212,8,8.0,22,mTOR_pS2448,0.432447,0.486749,0.054301,0.125568,0.00294864,1,0.125568,early
10,PBS|GSK690693_GSK1120212,8,8.0,23,NF-kB-p65_pS536,0.501033,0.534403,0.03337,0.066603,0.00111358,0,0.066603,early
10,PBS|GSK690693_GSK1120212,8,8.0,24,p27_pT157,0.630609,0.626178,0.004431,0.007026,1.963e-05,0,0.007026,early
10,PBS|GSK690693_GSK1120212,8,8.0,25,p27_pT198,0.455139,0.45663,0.001491,0.003275,2.22e-06,0,0.003275,early
10,PBS|GSK690693_GSK1120212,8,8.0,26,p38_pT180_Y182,0.17502,0.205342,0.030322,0.17325,0.00091944,0,0.17325,early
10,PBS|GSK690693_GSK1120212,8,8.0,27,p70S6K_pT389,2.246367,3.555235,1.308868,0.58266,1.71313651,1,0.58266,early
10,PBS|GSK690693_GSK1120212,8,8.0,28,p90RSK_pT359_S363,0.636959,0.645314,0.008356,0.013118,6.982e-05,0,0.013118,early
10,PBS|GSK690693_GSK1120212,8,8.0,29,PDK1_pS241,1.126916,1.120303,0.006613,0.005869,4.374e-05,0,0.005869,early
10,PBS|GSK690693_GSK1120212,8,8.0,30,PKC-alpha_pS657,0.20558,0.224053,0.018473,0.089859,0.00034126,0,0.089859,early
10,PBS|GSK690693_GSK1120212,8,8.0,31,PRAS40_pT246,1.166003,1.394643,0.22864,0.196089,0.05227623,1,0.196089,early
10,PBS|GSK690693_GSK1120212,8,8.0,32,Rb_pS807_S811,1.854188,2.173623,0.319435,0.172278,0.10203895,1,0.172278,early
10,PBS|GSK690693_GSK1120212,8,8.0,33,S6_pS235_S236,2.677615,3.857585,1.179971,0.44068,1.39233039,1,0.44068,early
10,PBS|GSK690693_GSK1120212,8,8.0,34,S6_pS240_S244,0.959045,1.283267,0.324222,0.338068,0.10511992,1,0.338068,early
10,PBS|GSK690693_GSK1120212,8,8.0,35,Src_pY416,0.082763,0.097524,0.014761,0.178346,0.00021787,0,0.178346,early
10,PBS|GSK690693_GSK1120212,8,8.0,36,Src_pY527,1.122351,1.176514,0.054163,0.048258,0.00293359,1,0.048258,early
10,PBS|GSK690693_GSK1120212,8,8.0,37,STAT3_pY705,0.196601,0.192278,0.004324,0.021993,1.87e-05,0,0.021993,early
10,PBS|GSK690693_GSK1120212,8,8.0,38,TAZ_pS89,0.644079,0.662822,0.018743,0.029101,0.00035131,0,0.029101,early
10,PBS|GSK690693_GSK1120212,8,8.0,39,YAP_pS127,0.378284,0.354516,0.023768,0.062831,0.00056491,0,0.062831,early
10,PBS|GSK690693_GSK1120212,8,8.0,40,YB-1_PS102,0.54816,0.630838,0.082678,0.150829,0.00683571,1,0.150829,early
10,PBS|GSK690693_GSK1120212,9,9.0,0,4EBP1_pS65,0.749837,0.751851,0.002014,0.002686,4.06e-06,0,0.002686,early
10,PBS|GSK690693_GSK1120212,9,9.0,1,ACC_pS79,0.173655,0.223959,0.050304,0.289675,0.00253046,1,0.289675,early
10,PBS|GSK690693_GSK1120212,9,9.0,2,AKT_pS473,0.588365,0.838046,0.24968,0.424363,0.06234021,1,0.424363,early
10,PBS|GSK690693_GSK1120212,9,9.0,3,AKT_pT308,0.663773,1.041692,0.37792,0.569351,0.14282323,1,0.569351,early
10,PBS|GSK690693_GSK1120212,9,9.0,4,AMPK_pT172,1.758297,1.697943,0.060354,0.034325,0.00364262,1,0.034325,early
10,PBS|GSK690693_GSK1120212,9,9.0,5,BAD_pS112,0.634459,0.661478,0.027019,0.042585,0.00073001,0,0.042585,early
10,PBS|GSK690693_GSK1120212,9,9.0,6,c-JUN_pS73,0.403254,0.457305,0.054051,0.134036,0.00292148,1,0.134036,early
10,PBS|GSK690693_GSK1120212,9,9.0,7,c-Met_pY1235,0.488957,0.475408,0.01355,0.027711,0.00018359,0,0.027711,early
10,PBS|GSK690693_GSK1120212,9,9.0,8,c-Raf_pS338,0.366609,0.495621,0.129012,0.351907,0.01664413,1,0.351907,early
10,PBS|GSK690693_GSK1120212,9,9.0,9,CHK1_pS345,0.234299,0.252813,0.018513,0.079015,0.00034274,0,0.079015,early
10,PBS|GSK690693_GSK1120212,9,9.0,10,CHK2_pT68,0.209343,0.207138,0.002205,0.010531,4.86e-06,0,0.010531,early
10,PBS|GSK690693_GSK1120212,9,9.0,11,EGFR_pY1068,0.08526,0.083281,0.00198,0.023219,3.92e-06,0,0.023219,early
10,PBS|GSK690693_GSK1120212,9,9.0,12,EGFR_pY1173,0.439975,0.432221,0.007754,0.017624,6.013e-05,0,0.017624,early
10,PBS|GSK690693_GSK1120212,9,9.0,13,EGFR_pY992,0.115692,0.115544,0.000148,0.001279,2e-08,0,0.001279,early
10,PBS|GSK690693_GSK1120212,9,9.0,14,ER-alpha_pS118,0.881111,0.776996,0.104115,0.118164,0.01083997,1,0.118164,early
10,PBS|GSK690693_GSK1120212,9,9.0,15,FOXO3a_pS318_S321,0.507852,0.509729,0.001877,0.003696,3.52e-06,0,0.003696,early
10,PBS|GSK690693_GSK1120212,9,9.0,16,GSK3-alpha-beta_pS21_S9,1.056277,1.2793,0.223023,0.211141,0.04973939,1,0.211141,early
10,PBS|GSK690693_GSK1120212,9,9.0,17,GSK3-alpha-beta_pS9,1.20817,1.424033,0.215863,0.178669,0.04659662,1,0.178669,early
10,PBS|GSK690693_GSK1120212,9,9.0,18,HER2_pY1248,1.36911,1.478871,0.109761,0.08017,0.01204753,1,0.08017,early
10,PBS|GSK690693_GSK1120212,9,9.0,19,JNK_pT183_pT185,0.208635,0.239841,0.031206,0.149574,0.00097384,0,0.149574,early
10,PBS|GSK690693_GSK1120212,9,9.0,20,MAPK_pT202_Y204,0.042031,0.152752,0.110721,2.634302,0.01225919,1,2.634302,early
10,PBS|GSK690693_GSK1120212,9,9.0,21,MEK1_pS217_S221,0.137756,0.201458,0.063702,0.462422,0.0040579,1,0.462422,early
10,PBS|GSK690693_GSK1120212,9,9.0,22,mTOR_pS2448,0.431434,0.486239,0.054805,0.127029,0.00300355,1,0.127029,early
10,PBS|GSK690693_GSK1120212,9,9.0,23,NF-kB-p65_pS536,0.500691,0.534168,0.033477,0.066862,0.00112072,0,0.066862,early
10,PBS|GSK690693_GSK1120212,9,9.0,24,p27_pT157,0.632017,0.625692,0.006324,0.010007,4e-05,0,0.010007,early
10,PBS|GSK690693_GSK1120212,9,9.0,25,p27_pT198,0.455961,0.456377,0.000415,0.000911,1.7e-07,0,0.000911,early
10,PBS|GSK690693_GSK1120212,9,9.0,26,p38_pT180_Y182,0.17502,0.205032,0.030012,0.171479,0.00090074,0,0.171479,early
10,PBS|GSK690693_GSK1120212,9,9.0,27,p70S6K_pT389,2.267458,3.529697,1.262239,0.556676,1.59324724,1,0.556676,early
10,PBS|GSK690693_GSK1120212,9,9.0,28,p90RSK_pT359_S363,0.638747,0.645179,0.006431,0.010069,4.136e-05,0,0.010069,early
10,PBS|GSK690693_GSK1120212,9,9.0,29,PDK1_pS241,1.126601,1.119351,0.00725,0.006435,5.256e-05,0,0.006435,early
10,PBS|GSK690693_GSK1120212,9,9.0,30,PKC-alpha_pS657,0.204964,0.224133,0.019169,0.093526,0.00036747,0,0.093526,early
10,PBS|GSK690693_GSK1120212,9,9.0,31,PRAS40_pT246,1.175967,1.389708,0.21374,0.181757,0.04568499,1,0.181757,early
10,PBS|GSK690693_GSK1120212,9,9.0,32,Rb_pS807_S811,1.849202,2.170665,0.321462,0.173838,0.10333807,1,0.173838,early
